time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-14T09:13:11.590Z,35.9118333,-117.725,6.65,0.46,ml,6,119,0.07045,0.12,ci,ci38966760,2019-08-14T09:16:47.665Z,"17km E of Little Lake, CA",earthquake,0.32,1.45,0.043,4,automatic,ci,ci
2019-08-14T09:11:40.922Z,60.4058,-146.8762,20,1.9,ml,,,,1.04,ak,ak019adwvs2q,2019-08-14T09:16:21.865Z,"63km WSW of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-14T09:10:35.090Z,36.088,-117.8218333,1.91,0.8,ml,14,87,0.03983,0.16,ci,ci38966744,2019-08-14T09:14:01.487Z,"12km ENE of Coso Junction, CA",earthquake,0.29,0.39,0.207,8,automatic,ci,ci
2019-08-14T09:06:50.730Z,35.8855,-117.6771667,2.77,0.66,ml,13,87,0.06596,0.11,ci,ci38966736,2019-08-14T09:10:35.464Z,"21km ESE of Little Lake, CA",earthquake,0.31,0.45,0.148,10,automatic,ci,ci
2019-08-14T08:59:58.500Z,35.784,-117.6361667,10.13,1.73,ml,32,51,0.04462,0.16,ci,ci38966728,2019-08-14T09:10:34.810Z,"18km N of Ridgecrest, CA",earthquake,0.2,0.51,0.183,27,automatic,ci,ci
2019-08-14T08:59:09.180Z,36.0805,-117.8278333,3.02,1.21,ml,10,101,0.04299,0.13,ci,ci38966720,2019-08-14T09:02:55.772Z,"12km ENE of Coso Junction, CA",earthquake,0.37,0.87,0.185,8,automatic,ci,ci
2019-08-14T08:58:47.690Z,35.854,-117.7218333,5.45,1.19,ml,27,53,0.05727,0.17,ci,ci38966712,2019-08-14T09:02:24.304Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.73,0.239,20,automatic,ci,ci
2019-08-14T08:57:50.000Z,35.93,-117.7108333,4.86,0.5,ml,10,94,0.05221,0.19,ci,ci38966704,2019-08-14T09:01:32.407Z,"18km E of Little Lake, CA",earthquake,0.63,1.79,0.166,7,automatic,ci,ci
2019-08-14T08:56:54.610Z,35.7376667,-117.5705,1.15,0.87,ml,20,111,0.1154,0.16,ci,ci38966696,2019-08-14T09:00:37.399Z,"15km WSW of Searles Valley, CA",earthquake,0.32,0.5,0.136,12,automatic,ci,ci
2019-08-14T08:48:43.210Z,36.1086667,-117.839,1.91,1.28,ml,15,105,0.01562,0.15,ci,ci38966688,2019-08-14T08:52:28.345Z,"12km NE of Coso Junction, CA",earthquake,0.31,0.27,0.201,20,automatic,ci,ci
2019-08-14T08:48:27.800Z,36.0966667,-117.8961667,3.97,0.61,ml,9,191,0.03943,0.08,ci,ci38966680,2019-08-14T08:52:00.344Z,"7km NE of Coso Junction, CA",earthquake,0.35,0.28,0.052,6,automatic,ci,ci
2019-08-14T08:46:04.850Z,35.651,-117.4628333,2.51,0.83,ml,16,93,0.03486,0.16,ci,ci38966672,2019-08-14T08:49:43.624Z,"14km SSW of Searles Valley, CA",earthquake,0.27,0.31,0.095,8,automatic,ci,ci
2019-08-14T08:45:55.430Z,35.7606667,-117.524,11.28,0.86,ml,10,170,0.08119,0.22,ci,ci38966664,2019-08-14T08:49:37.745Z,"11km W of Searles Valley, CA",earthquake,1.07,1.24,0.15,7,automatic,ci,ci
2019-08-14T08:43:31.530Z,32.6208333,-115.5758333,3.62,1.48,ml,14,124,0.08543,0.28,ci,ci38966656,2019-08-14T08:47:20.103Z,"5km N of Progreso, B.C., MX",earthquake,0.63,0.92,0.174,23,automatic,ci,ci
2019-08-14T08:41:50.920Z,35.9188333,-117.6943333,14.11,0.52,ml,9,105,0.04598,0.16,ci,ci38966648,2019-08-14T08:45:36.090Z,"19km E of Little Lake, CA",earthquake,0.6,0.97,0.165,6,automatic,ci,ci
2019-08-14T08:38:58.200Z,35.8438333,-117.6868333,6.82,1.03,ml,23,74,0.07254,0.16,ci,ci38966640,2019-08-14T08:42:39.075Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.58,0.13,14,automatic,ci,ci
2019-08-14T08:38:26.220Z,35.9211667,-117.7083333,3.81,0.83,ml,14,53,0.05407,0.1,ci,ci38966632,2019-08-14T08:42:06.030Z,"18km E of Little Lake, CA",earthquake,0.19,0.63,0.163,9,automatic,ci,ci
2019-08-14T08:36:55.160Z,38.8196678,-122.8126678,3.04,0.55,md,10,106,0.004238,0.03,nc,nc73250635,2019-08-14T08:52:03.217Z,"7km NW of The Geysers, CA",earthquake,0.45,1,,1,automatic,nc,nc
2019-08-14T08:28:57.039Z,61.8844,-150.1468,39.5,1.6,ml,,,,0.61,ak,ak019adwe0w7,2019-08-14T08:34:24.306Z,"16km NNW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-14T08:19:41.340Z,35.9191667,-117.7126667,4.3,0.32,ml,6,110,0.05812,0.06,ci,ci38966616,2019-08-14T08:23:14.595Z,"18km E of Little Lake, CA",earthquake,0.28,0.95,0.057,4,automatic,ci,ci
2019-08-14T08:18:19.125Z,61.2022,-146.8885,6.3,1.9,ml,,,,0.61,ak,ak019adwbssw,2019-08-14T08:25:01.927Z,"30km WNW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-14T08:16:37.930Z,38.8286667,-122.8475037,1.74,1.9,md,31,65,,0.05,nc,nc73250625,2019-08-14T10:41:02.582Z,"10km NW of The Geysers, CA",earthquake,0.17,0.27,0.16,13,automatic,nc,nc
2019-08-14T08:16:08.430Z,33.4915,-116.8433333,17.25,0.41,ml,15,61,0.1152,0.14,ci,ci38966608,2019-08-14T08:19:43.952Z,"6km NNE of Aguanga, CA",earthquake,0.36,0.89,0.174,12,automatic,ci,ci
2019-08-14T08:13:54.727Z,30.4418,94.7936,10,4.9,mb,,132,5.506,1.12,us,us600054vx,2019-08-14T09:18:31.040Z,"50km S of Domartang, China",earthquake,9.9,1.9,0.05,126,reviewed,us,us
2019-08-14T08:13:22.060Z,35.993,-117.6791667,2.09,0.73,ml,11,65,0.0507,0.13,ci,ci38966592,2019-08-14T08:16:55.688Z,"21km ENE of Little Lake, CA",earthquake,0.47,0.37,0.118,6,automatic,ci,ci
2019-08-14T08:11:02.595Z,69.0853,-146.4129,0,2.6,ml,,,,1.01,ak,ak019adwa9hr,2019-08-14T08:16:09.610Z,"112km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-14T08:09:23.580Z,33.1488333,-116.1011667,6.35,0.68,ml,19,80,0.1354,0.24,ci,ci38966584,2019-08-14T08:13:08.562Z,"3km ENE of Ocotillo Wells, CA",earthquake,0.56,1.83,0.08,7,automatic,ci,ci
2019-08-14T08:08:32.930Z,33.1685,-116.1035,9.86,1.51,ml,50,44,0.05551,0.21,ci,ci38966576,2019-08-14T08:19:06.280Z,"4km NE of Ocotillo Wells, CA",earthquake,0.23,0.69,0.19,26,automatic,ci,ci
2019-08-14T08:06:05.090Z,35.6768333,-117.5611667,7.22,1.02,ml,20,87,0.05506,0.18,ci,ci38966568,2019-08-14T08:09:40.292Z,"12km ENE of Ridgecrest, CA",earthquake,0.32,0.55,0.11,11,automatic,ci,ci
2019-08-14T08:05:17.990Z,35.8391667,-117.6918333,5.16,1.43,ml,26,70,0.06676,0.2,ci,ci38966560,2019-08-14T08:08:49.105Z,"22km ESE of Little Lake, CA",earthquake,0.27,1,0.156,22,automatic,ci,ci
2019-08-14T08:02:32.580Z,35.685,-117.5525,9.79,0.52,ml,11,122,0.06426,0.1,ci,ci38966544,2019-08-14T08:06:17.264Z,"13km ENE of Ridgecrest, CA",earthquake,0.33,0.72,0.232,6,automatic,ci,ci
2019-08-14T07:59:49.080Z,35.9128333,-117.6786667,4.58,1.08,ml,18,66,0.04185,0.17,ci,ci38966536,2019-08-14T08:03:33.253Z,"21km E of Little Lake, CA",earthquake,0.3,0.54,0.123,16,automatic,ci,ci
2019-08-14T07:59:32.650Z,36.9726667,-118.2381667,8.95,2.12,ml,8,159,0.08166,0.12,ci,ci38966528,2019-08-14T08:03:20.250Z,"19km N of Independence, CA",earthquake,0.5,0.85,0.288,15,automatic,ci,ci
2019-08-14T07:57:47.000Z,36.1075,-117.8763333,3.82,2.13,ml,27,56,0.02009,0.12,ci,ci38966520,2019-08-14T08:08:52.390Z,"10km NE of Coso Junction, CA",earthquake,0.23,0.37,0.25,25,automatic,ci,ci
2019-08-14T07:56:35.720Z,36.045,-117.861,1.41,0.78,ml,11,150,0.04416,0.18,ci,ci38966512,2019-08-14T08:00:18.157Z,"8km E of Coso Junction, CA",earthquake,0.33,0.49,0.154,10,automatic,ci,ci
2019-08-14T07:53:33.840Z,36.5701675,-121.1618347,8.61,2.21,md,17,143,0.01903,0.09,nc,nc73250605,2019-08-14T09:44:05.609Z,"5km NNW of Pinnacles, CA",earthquake,0.42,0.83,0.2,19,automatic,nc,nc
2019-08-14T07:49:03.820Z,33.9651667,-116.8653333,19.37,0.8,ml,11,132,0.08461,0.11,ci,ci38966496,2019-08-14T13:48:03.870Z,"4km NNE of Banning, CA",earthquake,0.42,0.72,0.421,14,reviewed,ci,ci
2019-08-14T07:47:18.290Z,35.6278333,-117.4471667,3.29,0.73,ml,8,151,0.09951,0.25,ci,ci38966488,2019-08-14T07:50:54.099Z,"16km SSW of Searles Valley, CA",earthquake,1.24,3.44,0.105,6,automatic,ci,ci
2019-08-14T07:45:28.370Z,38.841835,-122.8231659,1.26,0.57,md,14,92,0.01015,0.06,nc,nc73250595,2019-08-14T08:00:03.939Z,"9km WNW of Cobb, CA",earthquake,0.26,0.66,,1,automatic,nc,nc
2019-08-14T07:45:08.730Z,38.838665,-122.8219986,1.28,2.15,md,35,61,,0.05,nc,nc73250590,2019-08-14T09:29:02.442Z,"9km WNW of Cobb, CA",earthquake,0.16,0.26,0.16,15,automatic,nc,nc
2019-08-14T07:39:56.180Z,36.109,-117.7001667,-0.47,1.69,ml,19,78,0.08718,0.23,ci,ci38966480,2019-08-14T07:44:03.055Z,"23km ENE of Coso Junction, CA",earthquake,0.4,31.61,0.168,24,automatic,ci,ci
2019-08-14T07:38:18.070Z,32.86,-116.1773333,8.34,0.89,ml,22,91,0.09578,0.17,ci,ci38966464,2019-08-14T13:49:12.840Z,"22km NW of Ocotillo, CA",earthquake,0.42,1.39,0.241,6,reviewed,ci,ci
2019-08-14T07:36:02.860Z,35.6393333,-117.4331667,2.82,2.22,ml,35,58,0.02687,0.18,ci,ci38966448,2019-08-14T07:46:40.510Z,"14km S of Searles Valley, CA",earthquake,0.23,0.4,0.151,26,automatic,ci,ci
2019-08-14T07:32:45.290Z,35.8931667,-117.6565,8.27,0.23,ml,9,101,0.06148,0.21,ci,ci38966432,2019-08-14T07:36:13.504Z,"23km ESE of Little Lake, CA",earthquake,0.76,1.27,0.053,3,automatic,ci,ci
2019-08-14T07:31:08.980Z,35.6075,-117.519,4.17,1.46,ml,25,51,0.02284,0.18,ci,ci38966424,2019-08-14T07:34:54.902Z,"14km E of Ridgecrest, CA",earthquake,0.24,0.53,0.2,23,automatic,ci,ci
2019-08-14T07:28:51.882Z,60.484,-140.7563,8.4,3.1,ml,,,,0.88,ak,ak019advskwm,2019-08-14T07:41:22.184Z,"103km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-14T07:28:43.300Z,35.895,-117.7245,7.49,0.62,ml,11,63,0.09228,0.06,ci,ci38966416,2019-08-14T07:32:12.380Z,"17km ESE of Little Lake, CA",earthquake,0.18,0.68,0.183,5,automatic,ci,ci
2019-08-14T07:27:49.400Z,35.8095,-117.6263333,6.38,0.66,ml,9,78,0.02424,0.22,ci,ci38966408,2019-08-14T07:31:27.376Z,"21km WNW of Searles Valley, CA",earthquake,0.58,0.96,0.092,8,automatic,ci,ci
2019-08-14T07:22:32.960Z,35.6945,-117.527,6.56,0.6,ml,15,123,0.08002,0.13,ci,ci38966392,2019-08-14T07:26:18.979Z,"14km SW of Searles Valley, CA",earthquake,0.37,0.76,0.215,6,automatic,ci,ci
2019-08-14T07:17:34.724Z,66.2594,-157.4616,2.9,2,ml,,,,0.96,ak,ak019advq6n0,2019-08-14T07:20:47.637Z,"76km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-14T07:17:03.460Z,35.9053333,-117.6873333,1.29,0.69,ml,11,79,0.07583,0.2,ci,ci38966376,2019-08-14T07:20:46.278Z,"20km E of Little Lake, CA",earthquake,0.34,0.65,0.1,8,automatic,ci,ci
2019-08-14T07:13:15.020Z,35.3548333,-117.9041667,6.52,1.56,ml,33,42,0.09942,0.19,ci,ci38966368,2019-08-14T07:24:25.090Z,"24km W of Johannesburg, CA",earthquake,0.26,0.94,0.18,26,automatic,ci,ci
2019-08-14T07:03:57.990Z,44.7845,-111.197,6.65,-0.16,md,8,165,0.0337,0.2,uu,uu60335237,2019-08-14T14:17:33.840Z,"15km NNW of West Yellowstone, Montana",earthquake,1.03,1.71,0.253,7,reviewed,uu,uu
2019-08-14T07:02:48.930Z,33.2765,-116.7763333,15.49,0.37,ml,19,66,0.04301,0.31,ci,ci38966360,2019-08-14T07:06:35.217Z,"4km NNW of Lake Henshaw, CA",earthquake,0.61,1.16,0.123,7,automatic,ci,ci
2019-08-14T07:00:45.070Z,44.7895,-111.1995,8.19,2.35,ml,16,85,0.03877,0.16,uu,uu60335232,2019-08-14T13:50:49.170Z,"16km NNW of West Yellowstone, Montana",earthquake,0.43,0.73,0.275,4,reviewed,uu,uu
2019-08-14T06:58:46.010Z,35.6526667,-117.4578333,2.38,1.24,ml,25,49,0.03046,0.17,ci,ci38966336,2019-08-14T07:02:22.286Z,"14km SSW of Searles Valley, CA",earthquake,0.26,0.37,0.148,16,automatic,ci,ci
2019-08-14T06:52:10.770Z,35.7346667,-117.502,1.63,0.81,ml,15,150,0.09423,0.22,ci,ci38966328,2019-08-14T06:56:00.162Z,"10km WSW of Searles Valley, CA",earthquake,0.4,0.65,0.146,7,automatic,ci,ci
2019-08-14T06:37:36.930Z,35.3536667,-117.909,2.45,1.39,ml,28,41,0.1004,0.23,ci,ci38966312,2019-08-14T06:50:22.726Z,"25km W of Johannesburg, CA",earthquake,0.3,0.86,0.17,26,automatic,ci,ci
2019-08-14T06:32:46.490Z,35.8993333,-117.7583333,5.06,1.29,ml,19,55,0.0694,0.18,ci,ci38966304,2019-08-14T06:36:31.029Z,"14km ESE of Little Lake, CA",earthquake,0.33,1.05,0.288,18,automatic,ci,ci
2019-08-14T06:27:20.290Z,36.0798333,-117.8191667,1.78,1.08,ml,12,94,0.04748,0.12,ci,ci38966296,2019-08-14T06:30:53.257Z,"12km ENE of Coso Junction, CA",earthquake,0.37,0.4,0.281,12,automatic,ci,ci
2019-08-14T06:21:51.120Z,35.6811667,-117.4771667,4.3,1.42,ml,23,74,0.0464,0.18,ci,ci38966288,2019-08-14T06:32:24.630Z,"12km SW of Searles Valley, CA",earthquake,0.29,0.63,0.182,18,automatic,ci,ci
2019-08-14T06:21:38.671Z,63.0658,-151.3797,5.8,1.3,ml,,,,0.58,ak,ak019adv5m98,2019-08-14T06:31:29.244Z,"105km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-14T06:13:54.780Z,35.9091667,-117.711,2.69,0.55,ml,13,79,0.09258,0.14,ci,ci38966280,2019-08-14T06:17:25.899Z,"18km E of Little Lake, CA",earthquake,0.25,0.51,0.076,6,automatic,ci,ci
2019-08-14T06:12:40.770Z,35.6753333,-117.419,8.04,0.99,ml,18,72,0.01088,0.17,ci,ci38966272,2019-08-14T06:16:20.890Z,"10km S of Searles Valley, CA",earthquake,0.39,0.62,0.094,9,automatic,ci,ci
2019-08-14T06:08:59.150Z,35.8648333,-117.7065,5.52,0.5,ml,10,72,0.07351,0.13,ci,ci38966256,2019-08-14T06:12:28.514Z,"20km ESE of Little Lake, CA",earthquake,0.28,1.06,0.054,6,automatic,ci,ci
2019-08-14T06:07:08.430Z,35.85,-117.6861667,7.02,0.48,ml,11,77,0.07617,0.12,ci,ci38966248,2019-08-14T06:10:48.859Z,"22km ESE of Little Lake, CA",earthquake,0.28,0.83,0.106,5,automatic,ci,ci
2019-08-14T06:01:26.960Z,35.6778333,-117.4091667,8.61,1.14,ml,22,75,0.01734,0.19,ci,ci38966240,2019-08-14T06:05:09.174Z,"10km S of Searles Valley, CA",earthquake,0.38,0.68,0.111,13,automatic,ci,ci
2019-08-14T05:59:48.400Z,35.9366667,-117.6963333,4.49,0.42,ml,8,89,0.0768,0.05,ci,ci38966232,2019-08-14T06:03:37.616Z,"19km E of Little Lake, CA",earthquake,0.2,0.53,0.089,4,automatic,ci,ci
2019-08-14T05:59:17.090Z,35.9323333,-117.6976667,0.01,0.4,ml,8,121,0.07796,0.31,ci,ci38966224,2019-08-14T06:03:11.818Z,"19km E of Little Lake, CA",earthquake,0.87,31.61,0.124,4,automatic,ci,ci
2019-08-14T05:55:09.390Z,35.9391667,-117.7558333,1.03,1.34,ml,17,41,0.05122,0.26,ci,ci38966216,2019-08-14T05:58:48.793Z,"14km E of Little Lake, CA",earthquake,0.44,0.73,0.138,19,automatic,ci,ci
2019-08-14T05:52:54.200Z,35.5241667,-117.3801667,7.82,1.19,ml,20,54,0.01278,0.2,ci,ci38966208,2019-08-14T05:56:32.048Z,"27km S of Trona, CA",earthquake,0.33,0.64,0.146,16,automatic,ci,ci
2019-08-14T05:47:12.370Z,35.6281667,-117.5653333,6.64,1.13,ml,20,77,0.006844,0.2,ci,ci38966184,2019-08-14T05:50:51.736Z,"10km E of Ridgecrest, CA",earthquake,0.36,0.6,0.122,15,automatic,ci,ci
2019-08-14T05:42:05.310Z,33.3615,-116.3868333,6.79,0.3,ml,12,195,0.09645,0.12,ci,ci38966176,2019-08-14T13:49:06.788Z,"12km N of Borrego Springs, CA",earthquake,0.45,0.63,0.069,5,reviewed,ci,ci
2019-08-14T05:41:46.900Z,35.9971667,-117.328,4.05,1.49,ml,19,79,0.112,0.23,ci,ci38966168,2019-08-14T05:45:34.708Z,"26km N of Trona, CA",earthquake,0.47,1.12,0.095,19,automatic,ci,ci
2019-08-14T05:40:54.230Z,35.5876667,-117.4216667,3,1.34,ml,26,47,0.03306,0.19,ci,ci38966160,2019-08-14T05:44:24.702Z,"20km S of Trona, CA",earthquake,0.21,0.24,0.166,19,automatic,ci,ci
2019-08-14T05:38:05.010Z,19.3098335,-156.1195068,7.99,1.7,md,44,268,0.241,0.36,hv,hv71086917,2019-08-14T05:41:30.500Z,"29km SW of Captain Cook, Hawaii",earthquake,2.22,2.5,0.11,4,automatic,hv,hv
2019-08-14T05:37:59.250Z,35.6268333,-117.446,7.61,2.25,ml,36,52,0.04231,0.16,ci,ci38966152,2019-08-14T05:48:57.000Z,"16km SSW of Searles Valley, CA",earthquake,0.24,0.48,0.18,26,automatic,ci,ci
2019-08-14T05:37:06.103Z,57.4661,-154.1252,59.8,1.5,ml,,,,0.36,ak,ak019adunjle,2019-08-14T05:42:10.933Z,"12km SW of Larsen Bay, Alaska",earthquake,,2.8,,,automatic,ak,ak
2019-08-14T05:33:26.470Z,35.606,-117.3876667,2.9,1.28,ml,23,111,0.06378,0.23,ci,ci38966144,2019-08-14T05:37:11.657Z,"18km S of Trona, CA",earthquake,0.41,0.6,0.185,15,automatic,ci,ci
2019-08-14T05:28:36.940Z,35.578,-117.3943333,2.91,1.35,ml,21,91,0.05597,0.29,ci,ci38966136,2019-08-14T05:32:03.624Z,"21km S of Trona, CA",earthquake,0.75,1.31,0.317,17,automatic,ci,ci
2019-08-14T05:27:55.310Z,35.8695,-117.6866667,8.27,1.09,ml,17,80,0.08796,0.27,ci,ci38966128,2019-08-14T05:31:39.623Z,"21km ESE of Little Lake, CA",earthquake,0.44,1.19,0.122,15,automatic,ci,ci
2019-08-14T05:14:38.700Z,35.7735,-98.27666667,14.19,2.02,ml,47,83,0.2474514416,0.29,ok,ok2019pvmo,2019-08-14T13:31:53.893Z,"14km ESE of Watonga, Oklahoma",earthquake,,2.2,0.33,5,reviewed,ok,ok
2019-08-14T05:12:35.140Z,35.9798333,-117.5051667,4.04,1.23,ml,21,43,0.07909,0.24,ci,ci38966104,2019-08-14T05:16:16.472Z,"25km NNW of Searles Valley, CA",earthquake,0.41,0.91,0.131,15,automatic,ci,ci
2019-08-14T05:10:01.590Z,36.1063333,-117.9081667,4.1,1.59,ml,20,79,0.0446,0.17,ci,ci38966096,2019-08-14T05:13:41.450Z,"8km NNE of Coso Junction, CA",earthquake,0.38,0.5,0.195,21,automatic,ci,ci
2019-08-14T05:10:00.484Z,60.4454,-152.4085,97.3,1.7,ml,,,,0.27,ak,ak019aduhqtp,2019-08-14T05:17:16.230Z,"18km ESE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-14T05:03:08.570Z,34.2538333,-117.9913333,9.5,1.32,ml,15,106,0.06315,0.12,ci,ci38966080,2019-08-14T05:06:52.412Z,"12km NNE of Sierra Madre, CA",earthquake,0.24,0.57,0.315,27,automatic,ci,ci
2019-08-14T05:03:05.090Z,32.8621667,-116.1778333,7.41,0.8,ml,14,144,0.09762,0.17,ci,ci38966072,2019-08-14T05:06:47.766Z,"22km NW of Ocotillo, CA",earthquake,0.47,1.52,0.162,6,automatic,ci,ci
2019-08-14T05:00:51.900Z,35.6593333,-117.49,1.88,2.51,ml,37,42,0.05431,0.2,ci,ci38966064,2019-08-14T05:11:39.500Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.43,0.157,26,automatic,ci,ci
2019-08-14T04:52:36.450Z,35.9163333,-117.7166667,7.9,0.54,ml,7,104,0.08837,0.06,ci,ci38966024,2019-08-14T04:56:12.487Z,"17km E of Little Lake, CA",earthquake,0.31,0.68,0.168,3,automatic,ci,ci
2019-08-14T04:51:42.740Z,35.905,-117.7338333,12.75,0.51,ml,11,57,0.08121,0.15,ci,ci38966016,2019-08-14T04:55:17.541Z,"16km ESE of Little Lake, CA",earthquake,0.56,0.94,0.101,3,automatic,ci,ci
2019-08-14T04:50:48.540Z,36.1048333,-117.8696667,4.25,0.93,ml,10,213,0.01748,0.13,ci,ci38966008,2019-08-14T04:54:26.252Z,"10km NE of Coso Junction, CA",earthquake,0.89,0.36,0.164,9,automatic,ci,ci
2019-08-14T04:47:19.900Z,36.1038333,-117.9058333,4.09,1.28,ml,15,137,0.0435,0.14,ci,ci38966000,2019-08-14T04:50:56.517Z,"8km NNE of Coso Junction, CA",earthquake,0.35,0.49,0.124,15,automatic,ci,ci
2019-08-14T04:44:06.290Z,35.9216667,-117.7061667,1.2,1.16,ml,18,54,0.08594,0.2,ci,ci38965992,2019-08-14T04:47:39.497Z,"18km E of Little Lake, CA",earthquake,0.33,0.51,0.109,18,automatic,ci,ci
2019-08-14T04:38:01.040Z,39.3501663,-123.25383,1.97,1.63,md,10,178,0.1352,0.06,nc,nc73250540,2019-08-14T07:31:03.770Z,"10km NNW of Redwood Valley, CA",earthquake,0.44,9.31,0.1,7,automatic,nc,nc
2019-08-14T04:37:34.110Z,35.8168333,-117.6501667,5.36,0.51,ml,11,68,0.04281,0.14,ci,ci38965984,2019-08-14T04:41:02.453Z,"22km N of Ridgecrest, CA",earthquake,0.32,0.71,0.042,6,automatic,ci,ci
2019-08-14T04:36:10.180Z,35.9483333,-117.6943333,2.57,1.35,ml,19,43,0.07622,0.15,ci,ci38965976,2019-08-14T04:39:45.743Z,"19km E of Little Lake, CA",earthquake,0.22,0.34,0.212,17,automatic,ci,ci
2019-08-14T04:25:15.580Z,38.8176651,-122.8166656,5.03,0.55,md,9,78,0.01314,0.02,nc,nc73250525,2019-08-14T04:41:02.326Z,"7km NW of The Geysers, CA",earthquake,0.7,3.26,,1,automatic,nc,nc
2019-08-14T04:24:32.960Z,35.8158333,-117.642,4.74,1.61,ml,28,60,0.03616,0.17,ci,ci38965960,2019-08-14T04:35:22.740Z,"22km N of Ridgecrest, CA",earthquake,0.22,0.46,0.16,25,automatic,ci,ci
2019-08-14T04:23:34.430Z,35.6608333,-117.534,9.8,1.02,ml,20,98,0.04813,0.21,ci,ci38965944,2019-08-14T04:27:11.338Z,"14km ENE of Ridgecrest, CA",earthquake,0.41,0.74,0.21,10,automatic,ci,ci
2019-08-14T04:22:02.440Z,36.0406667,-117.7231667,0.41,1.4,ml,17,71,0.09053,0.16,ci,ci38965928,2019-08-14T04:25:38.307Z,"20km NE of Little Lake, CA",earthquake,0.28,0.52,0.248,18,automatic,ci,ci
2019-08-14T04:11:31.780Z,38.833168,-122.7958298,15.7,0.65,md,8,88,0.006763,0.04,nc,nc73250505,2019-08-14T04:28:03.744Z,"6km W of Cobb, CA",earthquake,1.81,8.38,,1,automatic,nc,nc
2019-08-14T04:07:00.150Z,33.2766667,-116.0026667,5.55,0.83,ml,17,99,0.2197,0.22,ci,ci38965904,2019-08-14T04:10:43.242Z,"5km WSW of Salton City, CA",earthquake,0.43,4.47,0.123,12,automatic,ci,ci
2019-08-14T04:06:04.670Z,35.9156667,-117.7073333,2.52,0.51,ml,8,126,0.08804,0.15,ci,ci38965896,2019-08-14T04:10:22.239Z,"18km E of Little Lake, CA",earthquake,1.62,2.26,0.067,5,automatic,ci,ci
2019-08-14T04:04:59.860Z,35.6758333,-117.5388333,7.77,0.79,ml,15,123,0.05907,0.17,ci,ci38965888,2019-08-14T04:08:33.228Z,"14km ENE of Ridgecrest, CA",earthquake,0.37,0.87,0.07,7,automatic,ci,ci
2019-08-14T03:54:26.950Z,35.8896667,-117.7148333,7.01,0.92,ml,14,56,0.09057,0.17,ci,ci38965864,2019-08-14T03:57:55.652Z,"18km ESE of Little Lake, CA",earthquake,0.39,1.26,0.087,9,automatic,ci,ci
2019-08-14T03:53:38.390Z,35.6578333,-117.4646667,2.01,1.59,ml,26,41,0.03416,0.18,ci,ci38965856,2019-08-14T04:04:07.700Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.37,0.1,23,automatic,ci,ci
2019-08-14T03:51:33.210Z,35.634,-117.5825,8.76,0.72,ml,16,100,0.01617,0.16,ci,ci38965848,2019-08-14T03:55:12.099Z,"9km E of Ridgecrest, CA",earthquake,0.38,0.68,0.149,8,automatic,ci,ci
2019-08-14T03:37:24.050Z,35.5448333,-117.4686667,6.66,0.88,ml,18,66,0.04191,0.16,ci,ci38965832,2019-08-14T03:41:02.968Z,"21km ESE of Ridgecrest, CA",earthquake,0.36,0.5,0.116,10,automatic,ci,ci
2019-08-14T03:33:54.100Z,35.7733333,-117.6061667,8.5,1.03,ml,25,63,0.0429,0.22,ci,ci38965824,2019-08-14T03:37:33.996Z,"18km NNE of Ridgecrest, CA",earthquake,0.4,0.82,0.127,12,automatic,ci,ci
2019-08-14T03:30:10.670Z,35.8943333,-117.7146667,5.97,1.04,ml,15,64,0.09482,0.1,ci,ci38965816,2019-08-14T03:33:46.966Z,"18km ESE of Little Lake, CA",earthquake,0.23,0.63,0.154,12,automatic,ci,ci
2019-08-14T03:29:06.660Z,38.7941666,-122.7818298,3.48,0.8,md,17,88,,0.05,nc,nc73250495,2019-08-14T03:55:02.891Z,"3km NW of The Geysers, CA",earthquake,0.35,0.73,0.06,4,automatic,nc,nc
2019-08-14T03:28:49.640Z,36.073,-117.8713333,1.61,0.86,ml,11,182,0.04645,0.07,ci,ci38965808,2019-08-14T03:32:26.657Z,"8km ENE of Coso Junction, CA",earthquake,0.37,0.22,0.255,9,automatic,ci,ci
2019-08-14T03:28:36.010Z,38.7911682,-122.7805023,3.84,2.21,md,50,47,,0.07,nc,nc73250490,2019-08-14T05:33:03.965Z,"3km NW of The Geysers, CA",earthquake,0.18,0.31,0.15,25,automatic,nc,nc
